CO,ANTIOQUIA,ANORÍ,MONTEBELLO,5040038
CO,ANTIOQUIA,ANORÍ,MONTEFRIO,5040039
CO,ANTIOQUIA,ANORÍ,PAJONAL,5040040
CO,ANTIOQUIA,ANORÍ,PROVIDENCIA,5040041
CO,ANTIOQUIA,ANORÍ,PUERTO RICO,5040042
CO,ANTIOQUIA,ANORÍ,ROBLE ARRIBA,5040043
CO,ANTIOQUIA,ANORÍ,SAN ISIDRO,5040044
CO,ANTIOQUIA,ANORÍ,SAN JUAN,5040045
CO,ANTIOQUIA,ANORÍ,SAN LORENZO,5040046
CO,ANTIOQUIA,ANORÍ,SANTA GERTRUDIS,5040047
CO,ANTIOQUIA,ANORÍ,SANTA INÉS,5040048
CO,ANTIOQUIA,ANORÍ,SANTIAGO,5040049
CO,ANTIOQUIA,ANORÍ,SANTO DOMINGO,5040050
CO,ANTIOQUIA,ANORÍ,SOLANO,5040051
CO,ANTIOQUIA,ANORÍ,TRAVESIAS,5040052
CO,ANTIOQUIA,ANZÁ,EL CHUSCALITO,5044001
CO,ANTIOQUIA,ANZÁ,EL ENCANTO,5044002
CO,ANTIOQUIA,ANZÁ,EL PEDRERO,5044003
CO,ANTIOQUIA,ANZÁ,HIGUINA,5044004
CO,ANTIOQUIA,ANZÁ,LA CEJITA,5044005
CO,ANTIOQUIA,ANZÁ,LA CHODINA,5044006
CO,ANTIOQUIA,ANZÁ,LA CIENAGA,5044007
CO,ANTIOQUIA,ANZÁ,LA CORDILLERA,5044008
CO,ANTIOQUIA,ANZÁ,LA MATA,5044009
CO,ANTIOQUIA,ANZÁ,LA QUIEBRA,5044010
CO,ANTIOQUIA,ANZÁ,LAS LOMITAS,5044011
CO,ANTIOQUIA,ANZÁ,LOS LLANOS,5044012
CO,ANTIOQUIA,ANZÁ,MONTERREDONDO,5044013
CO,ANTIOQUIA,ANZÁ,NUDILLO,5044014
CO,ANTIOQUIA,ANZÁ,QUIUNA,5044015
CO,ANTIOQUIA,ANZÁ,VALERIO,5044016
CO,ANTIOQUIA,ANZÁ,VENDIAGUAL,5044017
CO,ANTIOQUIA,APARTADÓ,BAJO DEL OSO,5045003
CO,ANTIOQUIA,APARTADÓ,BELLAVISTA,5045004
CO,ANTIOQUIA,APARTADÓ,BUENOS AIRES,5045005
CO,ANTIOQUIA,APARTADÓ,CHURIDO,5045006
CO,ANTIOQUIA,APARTADÓ,CHURIDO MEDIO,5045007
CO,ANTIOQUIA,APARTADÓ,CHURIDO PUENTE,5045008
CO,ANTIOQUIA,APARTADÓ,CHURIDO SINAI,5045009
CO,ANTIOQUIA,APARTADÓ,EL CUCHILLO,5045010
CO,ANTIOQUIA,APARTADÓ,EL DIAMANTE,5045011
CO,ANTIOQUIA,APARTADÓ,EL GAS,5045012
CO,ANTIOQUIA,APARTADÓ,EL GUARO,5045013
CO,ANTIOQUIA,APARTADÓ,EL GUINEO,5045014
CO,ANTIOQUIA,APARTADÓ,EL OSO,5045015
CO,ANTIOQUIA,APARTADÓ,EL PORVENIR,5045016
CO,ANTIOQUIA,APARTADÓ,EL SALTO,5045017
CO,ANTIOQUIA,APARTADÓ,EL SALVADOR,5045018
CO,ANTIOQUIA,APARTADÓ,ELTIGRE,5045019
CO,ANTIOQUIA,APARTADÓ,LA BALSA,5045020
CO,ANTIOQUIA,APARTADÓ,LA CRISTALINA,5045021
CO,ANTIOQUIA,APARTADÓ,LA DANTA,5045022
CO,ANTIOQUIA,APARTADÓ,LA ESPERANZA,5045023
CO,ANTIOQUIA,APARTADÓ,LA HOZ,5045024
CO,ANTIOQUIA,APARTADÓ,LA LINDA,5045025
CO,ANTIOQUIA,APARTADÓ,LA MIRANDA,5045026
CO,ANTIOQUIA,APARTADÓ,LA PANCHA,5045027
CO,ANTIOQUIA,APARTADÓ,LA PEDROZA,5045028
CO,ANTIOQUIA,APARTADÓ,LA RESBALOZA,5045029
CO,ANTIOQUIA,APARTADÓ,LA UNION,5045030
CO,ANTIOQUIA,APARTADÓ,LA VICTORIA,5045031
CO,ANTIOQUIA,APARTADÓ,LAS FLORES,5045032
CO,ANTIOQUIA,APARTADÓ,LAS NIEVES,5045033
CO,ANTIOQUIA,APARTADÓ,LAS PLAYAS,5045034
CO,ANTIOQUIA,APARTADÓ,LOS MANDARINOS,5045035
CO,ANTIOQUIA,APARTADÓ,MIRAMAR,5045036
